continent,Country,Name,Age,Fifa Score,Club,Value,Salary
Europe,Germany,N. Bungert,30,75,1. FSV Mainz 05,4900000.0,24000.0
Europe,Germany,M. Marin,28,75,Olympiakos CFP,6500000.0,1000.0
Europe,Ukraine,B. Butko,26,75,Shakhtar Donetsk,6500000.0,1000.0
Europe,Italy,V. Mannone,29,75,Reading,4500000.0,27000.0
Europe,Spain,Burgui,23,75,Deportivo Alavés,9000000.0,20000.0
Africa,Egypt,Kahraba,23,75,Al Ittihad,9500000.0,32000.0
Europe,Spain,Munir,21,75,Deportivo Alavés,9500000.0,95000.0
Europe,Germany,J. Toljan,22,75,Borussia Dortmund,8000000.0,36000.0
Europe,Norway,O. Kamara,27,75,Columbus Crew SC,8000000.0,10000.0
Europe,Italy,L. Caldirola,26,75,SV Werder Bremen,7000000.0,24000.0
Europe,Greece,P. Mantalos,25,75,AEK Athens,8500000.0,1000.0
South America,Uruguay,S. Garcia,26,75,Godoy Cruz,8000000.0,16000.0
South America,Uruguay,S. Sosa,30,75,Monarcas Morelia,4300000.0,9000.0
Europe,Italy,A. Conti,23,75,Milan,1.0E7,64000.0
Europe,Spain,Sergio Tejera,27,75,Gimnàstic de Tarragona,7000000.0,11000.0
South America,Brazil,Luimo Boas Santos,29,75,Clube Atlético Mineiro,6500000.0,37000.0
Europe,Netherlands,M. Stekelenburg,34,75,Everton,2700000.0,60000.0
South America,Argentina,M. Dos Santos,27,75,CD Leganés,6500000.0,21000.0
South America,Colombia,C. Vargas,28,75,Atletico Nacional Medellin,5500000.0,5000.0
Europe,Netherlands,A. Nouri,20,75,Ajax,7500000.0,10000.0
Europe,Ukraine,D. Chygrynskyi,30,75,AEK Athens,4900000.0,1000.0
South America,Chile,C. Abridego,25,75,CD O'Higgins,6000000.0,7000.0
Africa,Algeria,S. Taider,25,75,Bologna,8000000.0,44000.0
Europe,Norway,O. Elabdellaoui,25,75,Olympiakos CFP,7000000.0,1000.0
Asia,Georgia,J. Ananidze,24,75,Spartak Moscow,8500000.0,45000.0
Europe,Austria,S. Ilsanker,28,75,RB Leipzig,5500000.0,49000.0
South America,Colombia,F. Castillo,25,75,Trabzonspor,8000000.0,28000.0
Europe,Netherlands,L. Narsingh,26,75,Swansea City,7000000.0,62000.0
North America,Jamaica,A. Blake,26,75,Philadelphia Union,6500000.0,7000.0
South America,Brazil,Melvin Parrela,29,75,Coritiba Foot Ball Club,5000000.0,22000.0
South America,Brazil,Nicholas Aldair,25,75,Sport Club do Recife,7500000.0,18000.0
Europe,Switzerland,S. Zuber,25,75,TSG 1899 Hoffenheim,7000000.0,28000.0
South America,Chile,K. Cordesia,29,75,CD Universidad de Concepción,6500000.0,6000.0
South America,Brazil,Jorginhson,25,75,Sport Club do Recife,6000000.0,15000.0
Europe,Italy,L. Rizzo,25,75,Ferrara (SPAL),8000000.0,44000.0
South America,Chile,E. Merrano,25,75,CD O'Higgins,7000000.0,8000.0
South America,Argentina,M. Barbosa,32,75,Villarreal CF,3800000.0,22000.0
Europe,Portugal,Bruno Moreira,29,75,FC Paços de Ferreira,6500000.0,13000.0
South America,Argentina,E. Mammana,21,75,Zenit St. Petersburg,1.0E7,36000.0
North America,Mexico,J. Duenas,28,75,Tigres U.A.N.L.,5500000.0,52000.0
South America,Argentina,S. Blanco,29,75,Portland Timbers,6500000.0,10000.0
South America,Chile,J. Landiso,25,75,Unión Española,7000000.0,6000.0
Africa,Benin,S. Sessegnon,33,75,Montpellier Hérault SC,3900000.0,25000.0
South America,Chile,F. Mora,23,75,Cruz Azul,9000000.0,28000.0
South America,Brazil,Diego Angelo,31,75,Antalyaspor,4500000.0,17000.0
Europe,Belgium,C. Kabasele,26,75,Watford,6500000.0,44000.0
Europe,Romania,A. Maxim,26,75,1. FSV Mainz 05,8000000.0,27000.0
Europe,Netherlands,R. Babel,30,75,Beşiktaş JK,6500000.0,43000.0
South America,Chile,Y. Donosos,25,75,Deportes Iquique,7000000.0,4000.0
North America,Mexico,H. Ayala,30,75,Tigres U.A.N.L.,4900000.0,50000.0
Europe,Germany,C. Mathenia,25,75,Hamburger SV,6000000.0,22000.0
South America,Argentina,M. Perez Garcia,32,75,Club Atlético Tigre,5000000.0,14000.0
Oceania,New Zealand,C. Wood,25,75,Burnley,8500000.0,51000.0
Europe,France,S. Marveaux,31,75,FC Lorient,6000000.0,9000.0
Europe,Switzerland,F. Schar,25,75,RC Deportivo de La Coruña,7000000.0,20000.0
Asia,Turkey,H. Altntop,34,75,SV Darmstadt 98,2000000.0,22000.0
Europe,France,R. Mavuba,33,75,Sparta Praha,2700000.0,1000.0
South America,Brazil,Rafael Cachoira,29,75,Santos Futebol Clube,5000000.0,18000.0
Europe,Iceland,E. Hallfresson,33,75,Udinese,3900000.0,26000.0
South America,Venezuela,G. Rivas,28,75,Al Hilal,7000000.0,41000.0
South America,Brazil,Dani Rochelinhas,25,75,Fluminense Football Club,7000000.0,33000.0
Europe,France,P. Lees-Melou,24,75,OGC Nice,8500000.0,26000.0
Europe,Greece,P. Tachtsidis,26,75,Olympiakos CFP,6500000.0,1000.0
South America,Brazil,Douglas Santos,23,75,Hamburger SV,7500000.0,25000.0
Europe,Spain,Ximo Navarro,27,75,UD Las Palmas,6500000.0,18000.0
Europe,Italy,R. Inglese,25,75,Chievo Verona,8500000.0,54000.0
Europe,France,M. Dembele,20,75,Celtic,1.1E7,42000.0
South America,Argentina,M. Angeleri,34,75,San Lorenzo de Almagro,2000000.0,19000.0
Europe,Netherlands,E. Pieters,28,75,Stoke City,5500000.0,55000.0
Asia,Japan,H. Sakai,27,75,Olympique de Marseille,5500000.0,25000.0
South America,Brazil,Cassio,36,75,Rio Ave FC,900000.0,5000.0
Europe,Netherlands,R. van Wolfswinkel,28,75,FC Basel,7000000.0,39000.0
South America,Argentina,M. Suarez,29,75,Belgrano de Córdoba,6500000.0,15000.0
South America,Uruguay,M. Britos,31,75,Watford,4500000.0,44000.0
Europe,Belgium,B. Engels,22,75,Olympiakos CFP,8000000.0,1000.0
South America,Chile,A. Cambrillo,29,75,CD O'Higgins,6500000.0,9000.0
Europe,Spain,Dani Castellano,29,75,UD Las Palmas,5000000.0,19000.0
Europe,Denmark,P. Hjbjerg,21,75,Southampton,9000000.0,52000.0
Europe,France,B. Santamaria,22,75,Angers SCO,7500000.0,18000.0
Europe,Italy,S. Scuffet,21,75,Udinese,7500000.0,14000.0
Europe,Italy,E. Moretti,36,75,Torino,900000.0,26000.0
Asia,Turkey,O. Yokuslu,23,75,Trabzonspor,7500000.0,23000.0
South America,Venezuela,Dani Hernandez,31,75,CD Tenerife,4000000.0,7000.0
Europe,Germany,S. Jung,27,75,VfL Wolfsburg,6000000.0,46000.0
Africa,Ghana,D. Amartey,22,75,Leicester City,8000000.0,45000.0
Europe,Austria,R. Ozcan,33,75,Bayer 04 Leverkusen,3400000.0,32000.0
South America,Chile,L. Lereas,25,75,Universidad Católica,7500000.0,9000.0
Europe,Netherlands,S. Schaars,33,75,SC Heerenveen,2700000.0,11000.0
Africa,Nigeria,I. Ezekiel,23,75,Atiker Konyaspor,9000000.0,18000.0
Europe,Sweden,M. Olsson,29,75,Swansea City,5000000.0,55000.0
South America,Colombia,W. Tesillo,27,75,Independiente Santa Fe,6500000.0,5000.0
Europe,Italy,P. Cannavaro,36,75,Sassuolo,900000.0,30000.0
Europe,Italy,G. Donati,27,75,1. FSV Mainz 05,6000000.0,24000.0
Asia,Japan,Y. Kubo,23,75,KAA Gent,9000000.0,20000.0
Europe,Sweden,O. Toivonen,30,75,Toulouse FC,6500000.0,28000.0
Africa,Nigeria,E. Emenike,30,75,Olympiakos CFP,6500000.0,1000.0
Europe,Serbia,F. orevic,29,75,Lazio,6500000.0,47000.0
Europe,Spain,Ruben Blanco,21,75,RC Celta de Vigo,7500000.0,12000.0
Europe,Serbia,D. Lazovic,26,75,Genoa,7000000.0,32000.0
South America,Chile,F. Vidangosa,33,75,Unión Española,3400000.0,5000.0
Europe,Spain,Tana,26,75,UD Las Palmas,7000000.0,20000.0
Asia,Japan,M. Yoshida,28,75,Southampton,5500000.0,63000.0
Europe,Italy,D. Cataldi,22,75,Benevento Calcio,9500000.0,36000.0
South America,Colombia,C. Marrugo,31,75,Puebla,6000000.0,10000.0
North America,Mexico,A. Pulido,26,75,Guadalajara,8000000.0,53000.0
Europe,Spain,Samu Garcia,27,75,Levante UD,7000000.0,22000.0
Europe,Portugal,Frederico Venancio,24,75,Sheffield Wednesday,7500000.0,8000.0
South America,Chile,V. Guerra,29,75,Deportes Iquique,5000000.0,4000.0
Europe,Serbia,A. Mitrovic,22,75,Newcastle United,9000000.0,55000.0
Europe,Spain,Kiko Femenia,26,75,Watford,7000000.0,44000.0
Europe,Italy,L. Rigoni,32,75,Genoa,5000000.0,29000.0
Europe,Spain,Kike Garcia,27,75,SD Eibar,8000000.0,22000.0
Europe,Greece,K. Stafylidis,23,75,FC Augsburg,7000000.0,19000.0
Africa,Ghana,N. Asare,30,75,KAA Gent,4900000.0,19000.0
Europe,Spain,Sabin Merino,25,75,Athletic Club de Bilbao,8500000.0,23000.0
Europe,Sweden,K. Johnsson,27,75,En Avant de Guingamp,5500000.0,17000.0
Africa,Algeria,I. Belfodil,25,75,SV Werder Bremen,8500000.0,18000.0
Europe,Italy,S. Missiroli,31,75,Sassuolo,5500000.0,46000.0
Europe,Italy,S. Floccari,35,75,Ferrara (SPAL),3100000.0,13000.0
South America,Argentina,E. Gigliotti,30,75,Independiente,6500000.0,23000.0
South America,Brazil,Siqueira,31,75,Atlético Madrid,4400000.0,40000.0
Europe,Portugal,Nuno Pinto,30,75,Vitória Setúbal,4800000.0,9000.0
Europe,Greece,Zeca,28,75,FC København,5500000.0,20000.0
Europe,Sweden,R. Elm,29,75,Kalmar FF,6500000.0,7000.0
Asia,Turkey,H. Kaldrm,27,75,Fenerbahçe SK,5500000.0,51000.0
South America,Chile,C. Cordeso,25,75,CD O'Higgins,6000000.0,7000.0
South America,Paraguay,I. Piris,28,75,Club León,5500000.0,46000.0
South America,Argentina,F. Monetti,28,75,Club Atlético Lanús,6000000.0,14000.0
Africa,Ghana,M. Wakaso,26,75,Deportivo Alavés,7000000.0,23000.0
Asia,Turkey,V. Sen,29,75,Trabzonspor,6500000.0,31000.0
South America,Brazil,Douglas,34,75,Vitória Guimarães,2700000.0,8000.0
Europe,Croatia,I. Strinic,29,75,Sampdoria,5000000.0,31000.0
Europe,Switzerland,Y. Mvogo,23,75,RB Leipzig,7000000.0,31000.0
South America,Brazil,Kaiquao Castro,33,75,Cruzeiro,3400000.0,21000.0
Asia,Japan,G. Shibasaki,25,75,Getafe CF,7500000.0,20000.0
Europe,France,M. Bodmer,34,75,Amiens SC Football,2000000.0,18000.0
Africa,Cameroon,I. Amadou,24,75,LOSC Lille,8000000.0,30000.0
Africa,Cape Verde,Varela,29,75,PAOK Thessaloniki,5000000.0,1000.0
South America,Brazil,Jefferson,28,75,SC Braga,5500000.0,15000.0
South America,Chile,E. Dinsol,29,75,Universidad Católica,5000000.0,8000.0
Africa,Nigeria,K. Iheanacho,20,75,Leicester City,1.15E7,50000.0
Europe,Switzerland,P. Schwegler,30,75,Hannover 96,4900000.0,33000.0
Europe,Spain,Jaume,26,75,Valencia CF,6000000.0,21000.0
Europe,Denmark,V. Fischer,23,75,1. FSV Mainz 05,9500000.0,23000.0
North America,Mexico,I. Brizuela,26,75,Guadalajara,7000000.0,48000.0
Europe,Germany,D. Ginczek,26,75,VfB Stuttgart,8000000.0,26000.0
South America,Argentina,I. Fernandez,27,75,River Plate,7500000.0,21000.0
Europe,France,M. Sarr,18,75,OGC Nice,1.05E7,14000.0
South America,Colombia,F. Pardo,26,75,Olympiakos CFP,7000000.0,1000.0
Europe,Italy,C. Maggio,35,75,Napoli,1400000.0,34000.0
Europe,Portugal,Salvador Agra,25,75,CD Aves,8500000.0,13000.0
South America,Argentina,J. Figal,23,75,Independiente,8000000.0,16000.0
South America,Argentina,V. Vada,21,75,Girondins de Bordeaux,9500000.0,30000.0
South America,Brazil,Andeson Trigo,29,75,Clube Atlético Paranaense,5000000.0,15000.0
South America,Brazil,Gottardi,31,75,CS Marítimo,4000000.0,8000.0
Europe,Germany,J. Gondorf,29,75,SV Werder Bremen,6500000.0,28000.0
Europe,Spain,Alex Alegria,24,75,Levante UD,9500000.0,22000.0
Europe,Denmark,M. Jrgensen,27,75,Huddersfield Town,6500000.0,40000.0
Africa,Algeria,R. Bensebaini,22,75,Stade Rennais FC,7500000.0,18000.0
Europe,Spain,Trashorras,36,75,Rayo Vallecano,900000.0,8000.0
Europe,Spain,Botia,28,75,Olympiakos CFP,5500000.0,1000.0
Europe,Portugal,Pedrinho,24,75,FC Paços de Ferreira,9000000.0,10000.0
South America,Chile,M. Alcoraz,29,75,CD O'Higgins,5000000.0,8000.0
South America,Argentina,B. Sarmiento,27,75,Newell's Old Boys,7500000.0,16000.0
South America,Brazil,Lafortiscinho,25,75,Botafogo de Futebol e Regatas,6000000.0,16000.0
Europe,Spain,Ruben Perez,28,75,CD Leganés,6000000.0,11000.0
South America,Chile,H. Acevedo,29,75,CD O'Higgins,5000000.0,8000.0
Europe,Slovenia,D. Maroh,30,75,1. FC Köln,4900000.0,29000.0
South America,Chile,A. Baredia,25,75,CD Universidad de Concepción,6000000.0,5000.0
Europe,Netherlands,R. Haps,24,75,Feyenoord,7000000.0,13000.0
Europe,Poland,K. Linetty,22,75,Sampdoria,1.05E7,28000.0
Europe,France,T. Hernandez,19,75,Real Madrid CF,9000000.0,52000.0
Europe,Portugal,Ricardo,34,75,Grupo Desportivo de Chaves,2700000.0,7000.0
Africa,Senegal,O. Niasse,27,75,Everton,7000000.0,88000.0
South America,Colombia,R. Borre,21,75,River Plate,1.05E7,18000.0
Europe,France,N. Isimat-Mirin,25,75,PSV,7000000.0,14000.0
Asia,Turkey,S. Ozbayrakl,27,75,Fenerbahçe SK,6000000.0,51000.0
Europe,Spain,Tono Garcia,27,75,Levante UD,6000000.0,21000.0
South America,Brazil,Mattheus Oliveira,22,75,Sporting CP,9500000.0,14000.0
Europe,Hungary,A. Szalai,29,75,TSG 1899 Hoffenheim,6500000.0,36000.0
South America,Venezuela,A. Penaranda,20,75,Málaga CF,1.1E7,42000.0
Africa,Burkina Faso,B. Kone,29,75,RC Strasbourg,5000000.0,22000.0
South America,Uruguay,L. Torreira,21,75,Sampdoria,1.0E7,26000.0
Europe,Belgium,M. Sels,25,75,RSC Anderlecht,6000000.0,40000.0
Europe,France,S. Falette,25,75,Eintracht Frankfurt,7000000.0,23000.0
Europe,Italy,A. Cerci,29,75,Hellas Verona,6500000.0,30000.0
Africa,Guinea,F. Kamano,21,75,Girondins de Bordeaux,9000000.0,33000.0
Europe,Czech Republic,T. Gebre Selassie,30,75,SV Werder Bremen,4800000.0,24000.0
Europe,Belgium,H. Vanaken,24,75,Club Brugge KV,8500000.0,19000.0
South America,Chile,E. Bolindos,29,75,CD O'Higgins,5000000.0,8000.0
South America,Chile,J. Lopendanez,25,75,Colo-Colo,6000000.0,7000.0
Asia,Turkey,S. Gurler,25,75,Osmanlıspor,8000000.0,18000.0
South America,Argentina,M. Mantovani,32,75,CD Leganés,3800000.0,21000.0
Europe,Italy,S. Sensi,21,75,Sassuolo,1.0E7,36000.0
Europe,France,J. Ferri,25,75,Olympique Lyonnais,8000000.0,50000.0
Europe,Spain,Omar Ramos,29,75,CD Leganés,6500000.0,24000.0
South America,Brazil,Victildinho,33,75,Grêmio Foot-Ball Porto Alegrense,2600000.0,21000.0
Europe,Denmark,D. Jensen,25,75,FC Utrecht,6000000.0,9000.0
Africa,Nigeria,A. Umar,22,75,Osmanlıspor,9000000.0,16000.0
South America,Argentina,L. Zelarayan,25,75,Tigres U.A.N.L.,9000000.0,52000.0
Africa,Morocco,N. El Zhar,30,75,CD Leganés,6500000.0,23000.0
South America,Colombia,J. Lerma,22,75,Levante UD,8500000.0,18000.0
Europe,Germany,T. Leistner,26,75,1. FC Union Berlin,7000000.0,28000.0
Europe,Spain,Isaac Becerra,29,75,Real Valladolid,5000000.0,8000.0
Europe,Netherlands,R. Kishna,22,75,ADO Den Haag,9500000.0,40000.0
Europe,Germany,M. Halstenberg,25,75,RB Leipzig,7000000.0,44000.0
South America,Argentina,P. Goltz,32,75,Boca Juniors,3800000.0,21000.0
Asia,Turkey,D. Turuc,24,75,Kayserispor,9000000.0,13000.0
South America,Chile,J. Badamontes,29,75,Universidad de Chile,6500000.0,14000.0
Asia,Israel,A. Cohen,28,75,FC Ingolstadt 04,5500000.0,22000.0
South America,Chile,S. Cardenia,33,75,Santiago Wanderers,4000000.0,6000.0
South America,Brazil,Kaimo Lima,33,75,Cruzeiro,2700000.0,25000.0
Europe,Spain,De la Bella,31,75,Real Sociedad,4400000.0,24000.0
Europe,Belgium,L. Ciman,31,75,Montreal Impact,4500000.0,8000.0
Europe,Spain,Jose Canas,30,75,PAOK Thessaloniki,4900000.0,1000.0
South America,Brazil,Renato Neto,25,75,KAA Gent,8000000.0,20000.0
Europe,Italy,F. Brienza,38,75,Bari,2200000.0,5000.0
Africa,Morocco,Z. Labyad,24,75,FC Utrecht,8500000.0,11000.0
South America,Brazil,Titi,29,75,Bursaspor,5000000.0,18000.0
South America,Argentina,J. Carrizo,33,75,Monterrey,3400000.0,36000.0
Europe,Spain,Lekue,24,75,Athletic Club de Bilbao,9000000.0,22000.0
South America,Brazil,Djavan,29,75,Grupo Desportivo de Chaves,5000000.0,9000.0
South America,Brazil,Davi Parrela,29,75,Santos Futebol Clube,5000000.0,18000.0
Europe,Spain,Luna,26,75,Levante UD,7000000.0,21000.0
South America,Argentina,L. Gonzalez Pirez,25,75,Atlanta United FC,7000000.0,8000.0
Europe,Croatia,M. Orsic,24,75,Ulsan Hyundai Horang-i,8500000.0,8000.0
Europe,Germany,M. Schnatterer,31,75,1. FC Heidenheim,6000000.0,19000.0
South America,Argentina,F. Carrizo,26,75,Rosario Central,8000000.0,17000.0
Africa,Senegal,M. Sall,31,75,Royal Antwerp FC,4500000.0,13000.0
Africa,Tunisia,Y. Benalouane,30,75,Leicester City,4900000.0,52000.0
Europe,France,J. Biabiany,29,75,Sparta Praha,6500000.0,1000.0
Asia,Turkey,H. Tekin,28,75,Bursaspor,5500000.0,15000.0
South America,Argentina,L. Pisculichi,33,75,Argentinos Juniors,4000000.0,13000.0
Europe,Spain,Adrian,29,75,RC Deportivo de La Coruña,6500000.0,15000.0
North America,Costa Rica,G. Gonzalez,29,75,Bologna,5000000.0,44000.0
Africa,Burkina Faso,P. Nakoulma,30,75,FC Nantes,6500000.0,23000.0
Europe,France,W. Boly,26,75,Wolverhampton Wanderers,7000000.0,12000.0
South America,Brazil,Welthon,25,75,FC Paços de Ferreira,9000000.0,12000.0
South America,Argentina,C. Pavon,21,75,Boca Juniors,1.05E7,20000.0
South America,Chile,C. Villanueva,31,75,Al Ittihad,6000000.0,36000.0
Africa,Ghana,G. Donsah,21,75,Bologna,1.0E7,36000.0
Europe,Italy,A. Aquilani,32,75,UD Las Palmas,5000000.0,20000.0
Europe,Spain,Manu Garcia,31,75,Deportivo Alavés,4500000.0,21000.0
Europe,France,J. Sorbon,33,74,En Avant de Guingamp,2300000.0,21000.0
South America,Argentina,L. Orban,28,74,Racing Club de Avellaneda,4400000.0,18000.0
South America,Argentina,S. Araujo,25,74,AEK Athens,7500000.0,1000.0
Europe,Norway,J. Svensson,24,74,AZ Alkmaar,6500000.0,9000.0
Africa,South Africa,K. Mokotjo,26,74,Brentford,6500000.0,42000.0
South America,Brazil,Duirval Diniz,33,74,Sport Club do Recife,2300000.0,16000.0
Europe,Sweden,J. Hopf,30,74,Gençlerbirliği SK,3600000.0,14000.0
Europe,France,B. Dabo,25,74,AS Saint-Étienne,7500000.0,31000.0
Europe,Portugal,Andre Martins,27,74,Olympiakos CFP,6500000.0,1000.0
Europe,Greece,N. Karelis,25,74,KRC Genk,7500000.0,18000.0
Europe,Serbia,V. Jovanovic,21,74,Girondins de Bordeaux,7500000.0,26000.0
Europe,Spain,Alex Bergantinos,32,74,Real Sporting de Gijón,3200000.0,21000.0
Europe,Spain,David Junca,23,74,SD Eibar,6500000.0,16000.0
Europe,France,R. Riou,29,74,Alanyaspor,3800000.0,12000.0
Europe,Germany,L. Sobiech,26,74,FC St. Pauli,5500000.0,18000.0
Europe,Spain,Guerrero,26,74,CD Leganés,6500000.0,25000.0
Europe,Czech Republic,J. Drobny,37,74,SV Werder Bremen,375000.0,13000.0
Africa,Ghana,A. Acquah,25,74,Torino,7000000.0,37000.0
Europe,Netherlands,S. van Beek,22,74,Feyenoord,6000000.0,13000.0
South America,Chile,G. Maripan,23,74,Deportivo Alavés,6000000.0,18000.0
South America,Argentina,D. Braghieri,30,74,Club Atlético Lanús,4200000.0,16000.0
South America,Brazil,Da Costa,33,74,Bologna,2800000.0,34000.0
Africa,Togo,M. Dossevi,29,74,FC Metz,5500000.0,18000.0
South America,Brazil,Leo Bonatini,23,74,Wolverhampton Wanderers,8000000.0,35000.0
Europe,Germany,S. Sam,29,74,VfL Bochum,5500000.0,20000.0
South America,Chile,V. Acerval,29,74,Colo-Colo,3800000.0,6000.0
Europe,Serbia,R. Petrovic,28,74,Sporting CP,4600000.0,15000.0
South America,Chile,A. Corveto,25,74,Unión Española,4000000.0,5000.0
South America,Brazil,Edercinho Sepa,29,74,Grêmio Foot-Ball Porto Alegrense,4400000.0,22000.0
Asia,Saudi Arabia,O. Othman,31,74,Al Nassr,3800000.0,33000.0
South America,Uruguay,E. Velazquez,23,74,Rayo Vallecano,7000000.0,34000.0
Europe,Spain,Jaime Romero,26,74,Córdoba CF,6000000.0,12000.0
Africa,Ghana,A. Waris,25,74,FC Lorient,7000000.0,9000.0
Europe,Germany,M. Russ,31,74,Eintracht Frankfurt,3800000.0,24000.0
South America,Brazil,Marcio Azevedo,31,74,Shakhtar Donetsk,3700000.0,1000.0
Europe,Belgium,J. Denayer,22,74,Galatasaray SK,7000000.0,72000.0
Europe,Spain,Fernando Navarro,35,74,RC Deportivo de La Coruña,1200000.0,15000.0
South America,Brazil,Pascoal Muscato,25,74,Atlético Clube Goianiense,5000000.0,13000.0
South America,Colombia,R. Laborde,29,74,FC Krasnodar,5500000.0,43000.0
Europe,Ukraine,Y. Seleznyov,31,74,Kardemir Karabükspor,5000000.0,17000.0
Europe,Hungary,A. Nagy,22,74,Bologna,8500000.0,36000.0
South America,Argentina,J. Schunke,30,74,Estudiantes de La Plata,4200000.0,16000.0
Europe,Austria,A. Barnes,27,74,Burnley,6000000.0,53000.0
Africa,Senegal,A. Ba,26,74,Rayo Vallecano,5500000.0,11000.0
Africa,Benin,J. Adeoti,28,74,AJ Auxerre,5000000.0,9000.0
Europe,Spain,Saul Berjon,31,74,Real Oviedo,4900000.0,11000.0
Europe,Sweden,S. Armenteros,27,74,Benevento Calcio,6500000.0,30000.0
South America,Chile,J. Neiroga,25,74,CD O'Higgins,4900000.0,7000.0
Europe,France,C. Beauvue,29,74,CD Leganés,5500000.0,25000.0
Europe,Portugal,Candeias,29,74,Rangers,5500000.0,50000.0
Asia,Turkey,Y. Oztekin,30,74,Galatasaray SK,5500000.0,50000.0
Europe,Denmark,A. Scholz,24,74,Standard de Liège,6500000.0,13000.0
South America,Brazil,Danilo,21,74,SC Braga,8000000.0,10000.0
Asia,Turkey,E. Akbaba,24,74,Alanyaspor,7500000.0,13000.0
North America,Mexico,J. Molina,29,74,Monterrey,4400000.0,46000.0
Europe,France,M. Lopez,19,74,Olympique de Marseille,8500000.0,15000.0
Europe,Netherlands,A. Maher,23,74,PSV,7500000.0,14000.0
South America,Venezuela,D. Machis,24,74,Granada CF,7500000.0,10000.0
Europe,Germany,M. Kempf,22,74,SC Freiburg,7000000.0,19000.0
South America,Argentina,M. Casco,29,74,River Plate,4300000.0,20000.0
South America,Brazil,Caio Milacar,33,74,Vitória,3400000.0,15000.0
Europe,Spain,Victor Alvarez,24,74,Arsenal Tula,6500000.0,21000.0
Europe,France,J. Amavi,23,74,Olympique de Marseille,6500000.0,27000.0
Europe,France,C. Chantome,29,74,RC Lens,5500000.0,24000.0
Europe,Italy,L. Sepe,26,74,Napoli,4900000.0,38000.0
Asia,Saudi Arabia,M. Hawsawi,25,74,Al Ahli,6500000.0,32000.0
Europe,Spain,Juankar,27,74,Málaga CF,5000000.0,21000.0
Asia,Saudi Arabia,S. Al Faraj,27,74,Al Hilal,6000000.0,36000.0
South America,Argentina,G. Carrillo,26,74,AS Monaco,6500000.0,34000.0
Europe,Spain,Ayoze Perez,23,74,Newcastle United,8000000.0,50000.0
South America,Chile,C. Nevorrete,25,74,CD O'Higgins,4900000.0,7000.0
Africa,Benin,R. Gestede,28,74,Middlesbrough,6000000.0,21000.0
Europe,France,C. Jean,21,74,Toulouse FC,1.0E7,22000.0
Europe,Czech Republic,J. Pavlenka,25,74,SV Werder Bremen,5500000.0,19000.0
Europe,Italy,G. Ferrari,25,74,Sampdoria,6500000.0,40000.0
Europe,Sweden,G. Svensson,30,74,Seattle Sounders FC,4200000.0,8000.0
Europe,Spain,Ruben Pena,25,74,SD Eibar,7000000.0,21000.0
North America,Mexico,N. Araujo,25,74,Santos Laguna,6000000.0,19000.0
South America,Brazil,Enaldo Praz,29,74,Sociedade Esportiva Palmeiras,4300000.0,31000.0
Europe,Portugal,Ivan Cavaleiro,23,74,Wolverhampton Wanderers,7500000.0,41000.0
Asia,Turkey,S. Krntl,32,74,Atiker Konyaspor,3200000.0,14000.0
Europe,France,E. Crivelli,22,74,Angers SCO,8000000.0,22000.0
Europe,Croatia,F. Andrijasevic,26,74,KAA Gent,7000000.0,21000.0
